macros,positive frequency,length
('unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p4'),6,3
('make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'move_r0_p0'),1,3
('load_r0_b1_p4'  'move_r0_p0'  'load_r0_b1_p4'),1,3
('move_r0_p0'  'load_r0_b1_p4'  'move_r0_p0'),1,3
('load_r0_b1_p4'  'move_r0_p0'  'make_treatment_r0_b1_p0'),1,3
('move_r0_p0'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'),1,3
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'),1,3
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'),1,3
('load_r0_b0_p0'  'load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p4'),1,4
('load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p4'  'move_r0_p4'),1,4
('make_treatment_r0_b0_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,4
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_DEPOT'),6,4
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_DEPOT'  'move_r0_DEPOT'),6,4
('make_treatment_r0_b0_p4'  'move_r0_DEPOT'  'move_r0_DEPOT'  'unload_at_depot_r0'),6,4
('move_r0_DEPOT'  'unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p4'),6,4
('unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p4'  'move_r0_p4'),6,4
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'move_r0_p0'),1,4
('make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'move_r0_p0'  'load_r0_b1_p4'),1,4
('load_r0_b1_p4'  'move_r0_p0'  'load_r0_b1_p4'  'move_r0_p0'),1,4
('move_r0_p0'  'load_r0_b1_p4'  'move_r0_p0'  'make_treatment_r0_b1_p0'),1,4
('load_r0_b1_p4'  'move_r0_p0'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'),1,4
('move_r0_p0'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'),1,4
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'),1,4
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'),1,4
('make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p4'),1,5
('load_r0_b0_p0'  'load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p4'  'move_r0_p4'),1,5
('load_r0_b0_p0'  'make_treatment_r0_b0_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'),1,5
('make_treatment_r0_b0_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p4'),1,5
('make_treatment_r0_b0_p4'  'load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_DEPOT'),6,5
('load_r0_b0_p4'  'load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_DEPOT'  'move_r0_DEPOT'),6,5
('load_r0_b0_p4'  'make_treatment_r0_b0_p4'  'move_r0_DEPOT'  'move_r0_DEPOT'  'unload_at_depot_r0'),6,5
('make_treatment_r0_b0_p4'  'move_r0_DEPOT'  'move_r0_DEPOT'  'unload_at_depot_r0'  'load_at_depot_r0_b1'),6,5
('move_r0_DEPOT'  'move_r0_DEPOT'  'unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p4'),6,5
('move_r0_DEPOT'  'unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p4'  'move_r0_p4'),6,5
('unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'),6,5
('move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'move_r0_p0'),1,5
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'move_r0_p0'  'load_r0_b1_p4'),1,5
('make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'move_r0_p0'  'load_r0_b1_p4'  'move_r0_p0'),1,5
('load_r0_b1_p4'  'move_r0_p0'  'load_r0_b1_p4'  'move_r0_p0'  'make_treatment_r0_b1_p0'),1,5
('move_r0_p0'  'load_r0_b1_p4'  'move_r0_p0'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'),1,5
('load_r0_b1_p4'  'move_r0_p0'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'),1,5
('move_r0_p0'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'),1,5
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'),1,5
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'make_treatment_r0_b1_p0'),1,5
('load_r0_b1_p0'  'move_r0_p4'),4,2
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p4'),4,3
('load_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'),4,3
('move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'),4,3
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'),4,3
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'),4,3
('make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p4'),3,4
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'),4,4
('load_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'),4,4
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'),4,4
('move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'),4,4
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'),4,4
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'load_r0_b1_p4'),3,4
('make_treatment_r0_b0_p4'  'make_treatment_r0_b0_p0'  'load_r0_b0_p0'  'load_r0_b0_p0'  'move_r0_DEPOT'),1,5
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p4'),3,5
('make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'),3,5
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'),4,5
('load_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'),4,5
('move_r0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'),4,5
('move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'),4,5
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'load_r0_b1_p4'),3,5
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'load_r0_b1_p4'  'make_treatment_r0_b1_p4'),2,5
('load_r0_b1_p0'  'move_r1_p4'),2,2
('make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'),3,2
('make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'),2,2
('make_treatment_r1_b0_p4'  'move_r0_p4'),1,2
('load_r0_b1_p4'  'move_r1_p0'),2,2
('make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'),3,2
('make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'),3,2
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r1_p4'),2,3
('load_r0_b1_p0'  'move_r1_p4'  'move_r1_p4'),2,3
('move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'),2,3
('make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'),1,3
('make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'),2,3
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r0_p4'),1,3
('load_r1_b0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'),3,3
('move_r0_p4'  'make_treatment_r1_b0_p4'  'move_r0_p4'),1,3
('make_treatment_r1_b0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'),1,3
('load_r0_b1_p4'  'load_r0_b1_p4'  'move_r1_p0'),2,3
('load_r0_b1_p4'  'move_r1_p0'  'move_r1_p0'),2,3
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'),2,3
('make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'),2,3
('make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),3,3
('make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r1_p4'),2,4
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r1_p4'  'move_r1_p4'),2,4
('load_r0_b1_p0'  'move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'),2,4
('move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'),2,4
('move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'),1,4
('make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'),1,4
('make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'),2,4
('make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r0_p4'),1,4
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'),1,4
('load_r1_b0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'  'move_r0_p4'),1,4
('move_r0_p4'  'make_treatment_r1_b0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'),1,4
('make_treatment_r1_b0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'),1,4
('make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'load_r0_b1_p4'  'move_r1_p0'),2,4
('load_r0_b1_p4'  'load_r0_b1_p4'  'move_r1_p0'  'move_r1_p0'),2,4
('load_r0_b1_p4'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'),2,4
('move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'),2,4
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'),2,4
('make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),2,4
('make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'),2,4
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r1_p4'),2,5
('make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r1_p4'  'move_r1_p4'),2,5
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'),2,5
('load_r0_b1_p0'  'move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'),2,5
('move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'),1,5
('move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'),1,5
('make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'),1,5
('make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r0_p4'),1,5
('make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'),1,5
('load_r1_b0_p4'  'load_r1_b0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'  'move_r0_p4'),1,5
('load_r1_b0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'),1,5
('move_r0_p4'  'make_treatment_r1_b0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'),1,5
('make_treatment_r1_b0_p4'  'move_r0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'),1,5
('make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'load_r0_b1_p4'  'move_r1_p0'),2,5
('make_treatment_r0_b1_p4'  'load_r0_b1_p4'  'load_r0_b1_p4'  'move_r1_p0'  'move_r1_p0'),2,5
('load_r0_b1_p4'  'load_r0_b1_p4'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'),2,5
('load_r0_b1_p4'  'move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'),2,5
('move_r1_p0'  'move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'),2,5
('move_r1_p0'  'make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),2,5
('make_treatment_r1_b0_p0'  'make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'),2,5
('make_treatment_r0_b1_p4'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'  'load_r1_b0_p0'  'make_treatment_r1_b0_p0'),2,5
('make_treatment_r0_b1_p0'  'move_r0_p4'),1,2
('make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'move_r0_p4'),1,3
('make_treatment_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'),1,3
('move_r0_p4'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'),1,3
('load_r1_b0_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p4'),1,3
('move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'move_r0_p4'),1,4
('make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'),1,4
('make_treatment_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'),1,4
('move_r0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'),1,4
('move_r0_p4'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'),1,4
('load_r1_b0_p4'  'load_r1_b0_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p4'),1,4
('load_r1_b0_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'),1,4
('move_r1_p4'  'move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'move_r0_p4'),1,5
('move_r1_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'),1,5
('make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'),1,5
('make_treatment_r0_b1_p0'  'move_r0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'),1,5
('move_r0_p4'  'move_r0_p4'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'),1,5
('move_r0_p4'  'make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'make_treatment_r1_b0_p4'),1,5
('make_treatment_r1_b0_p4'  'load_r1_b0_p4'  'load_r1_b0_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p4'),1,5
('load_r1_b0_p4'  'load_r1_b0_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'),1,5
('load_r1_b0_p4'  'make_treatment_r1_b0_p4'  'make_treatment_r0_b1_p4'  'make_treatment_r0_b1_p4'  'load_r0_b1_p4'),1,5
('load_at_depot_r0_b1'  'move_r0_p5'),12,2
('move_r0_p5'  'make_treatment_r0_b1_p5'),42,2
('load_r0_b1_p5'  'move_r0_p0'),5,2
('move_r0_p0'  'make_treatment_r0_b1_p5'),2,2
('make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'),5,2
('unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p5'),3,3
('load_at_depot_r0_b1'  'move_r0_p5'  'move_r0_p5'),12,3
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'),40,3
('move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p5'),19,3
('load_r0_b1_p5'  'load_r0_b1_p5'  'move_r0_p0'),3,3
('load_r0_b1_p5'  'move_r0_p0'  'move_r0_p0'),3,3
('move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b1_p5'),2,3
('move_r0_p0'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'),1,3
('make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'),1,3
('move_r0_DEPOT'  'unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p5'),3,4
('unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p5'  'move_r0_p5'),3,4
('load_at_depot_r0_b1'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'),12,4
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p5'),19,4
('move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'),19,4
('make_treatment_r0_b1_p5'  'load_r0_b1_p5'  'load_r0_b1_p5'  'move_r0_p0'),3,4
('load_r0_b1_p5'  'load_r0_b1_p5'  'move_r0_p0'  'move_r0_p0'),3,4
('load_r0_b1_p5'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b1_p5'),1,4
('move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'),1,4
('move_r0_p0'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'),1,4
('make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'),1,4
('move_r0_DEPOT'  'move_r0_DEPOT'  'unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p5'),2,5
('move_r0_DEPOT'  'unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p5'  'move_r0_p5'),3,5
('unload_at_depot_r0'  'load_at_depot_r0_b1'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'),3,5
('load_at_depot_r0_b1'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p5'),11,5
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'),19,5
('move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'  'load_r0_b1_p5'),17,5
('make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'  'load_r0_b1_p5'  'move_r0_p0'),2,5
('make_treatment_r0_b1_p5'  'load_r0_b1_p5'  'load_r0_b1_p5'  'move_r0_p0'  'move_r0_p0'),3,5
('load_r0_b1_p5'  'load_r0_b1_p5'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b1_p5'),1,5
('load_r0_b1_p5'  'move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'),1,5
('move_r0_p0'  'move_r0_p0'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'),1,5
('move_r0_p0'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'),1,5
('make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'),1,5
('move_r0_p0'  'load_r0_b0_p5'),1,2
('load_r0_b1_p0'  'move_r0_p5'),1,2
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'),4,2
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p0'),1,3
('load_r0_b0_p5'  'move_r0_p0'  'load_r0_b0_p5'),1,3
('move_r0_p0'  'load_r0_b0_p5'  'move_r0_p0'),1,3
('load_r0_b0_p5'  'move_r0_p0'  'make_treatment_r0_b0_p0'),1,3
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p5'),1,3
('load_r0_b1_p0'  'move_r0_p5'  'move_r0_p5'),1,3
('move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'),1,3
('make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'),1,3
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'),1,3
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p0'),1,4
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p0'  'load_r0_b0_p5'),1,4
('load_r0_b0_p5'  'move_r0_p0'  'load_r0_b0_p5'  'move_r0_p0'),1,4
('move_r0_p0'  'load_r0_b0_p5'  'move_r0_p0'  'make_treatment_r0_b0_p0'),1,4
('load_r0_b0_p5'  'move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'),1,4
('make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p5'),1,4
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p5'  'move_r0_p5'),1,4
('load_r0_b1_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'),1,4
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'),1,4
('move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'),1,4
('make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'),1,4
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'  'load_r0_b1_p5'),1,4
('move_r0_p5'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p0'),1,5
('make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p0'  'load_r0_b0_p5'),1,5
('make_treatment_r0_b0_p5'  'load_r0_b0_p5'  'move_r0_p0'  'load_r0_b0_p5'  'move_r0_p0'),1,5
('load_r0_b0_p5'  'move_r0_p0'  'load_r0_b0_p5'  'move_r0_p0'  'make_treatment_r0_b0_p0'),1,5
('move_r0_p0'  'load_r0_b0_p5'  'move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'),1,5
('load_r0_b0_p5'  'move_r0_p0'  'make_treatment_r0_b0_p0'  'make_treatment_r0_b0_p5'  'make_treatment_r0_b0_p0'),1,5
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p5'),1,5
('make_treatment_r0_b1_p0'  'load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p5'  'move_r0_p5'),1,5
('load_r0_b1_p0'  'load_r0_b1_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'),1,5
('load_r0_b1_p0'  'move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'),1,5
('move_r0_p5'  'move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'),1,5
('move_r0_p5'  'make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'),1,5
('make_treatment_r0_b1_p5'  'make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'  'load_r0_b1_p5'),1,5
('make_treatment_r0_b1_p0'  'make_treatment_r0_b1_p5'  'load_r0_b1_p5'  'load_r0_b1_p5'  'make_treatment_r0_b1_p5'),1,5
('load_r0_b1_p5'  'move_r1_p0'),3,2
('move_r1_p0'  'load_r0_b1_p5'),1,2
('make_treatment_r0_b1_p5'  'move_r1_p0'),1,2
('make_treatment_r1_b0_p0'  'move_r0_p0'),2,2
('load_r1_b0_p5'  'make_treatment_r0_b1_p0'),2,2
('make_treatment_r0_b1_p0'  'make_treatment_r1_b0_p5'),2,2
('make_treatment_r1_b0_p5'  'make_treatment_r0_b1_p0'),5,2
('load_at_depot_r1_b0'  'load_at_depot_r0_b1'  'move_r0_p5'),7,3
('make_treatment_r0_b1_p5'  'load_r0_b1_p5'  'move_r1_p0'),1,3
('load_r0_b1_p5'  'move_r1_p0'  'load_r0_b1_p5'),1,3
('move_r1_p0'  'load_r0_b1_p5'  'make_treatment_r0_b1_p5'),1,3
('load_r0_b1_p5'  'make_treatment_r0_b1_p5'  'move_r1_p0'),1,3
('make_treatment_r0_b1_p5'  'move_r1_p0'  'move_r0_p0'),1,3
('move_r1_p0'  'move_r0_p0'  'make_treatment_r1_b0_p0'),2,3
('move_r0_p0'  'make_treatment_r1_b0_p0'  'move_r0_p0'),2,3
('make_treatment_r1_b0_p0'  'move_r0_p0'  'make_treatment_r1_b0_p0'),2,3
('move_r0_p0'  'make_treatment_r1_b0_p0'  'load_r1_b0_p0'),3,3
('load_r1_b0_p5'  'load_r1_b0_p5'  'make_treatment_r0_b1_p0'),1,3
